Reference Code,Date Time,Description,Dr.,Cr.,Status,Balance (NPR),Channel,Category
0SL6HW3,2025-03-10 07:45:00,Paid for Sel Roti from local vendor,611.73,0.0,COMPLETE,1009.6,App,Dining & Food
4VWQLFY,2025-01-05 00:00:00,Paid for Sel Roti from local vendor,257.41,0.0,COMPLETE,9998.02,App,Dining & Food
D53NX2U,2025-03-29 12:25:00,Lunch at KFC,612.49,0.0,COMPLETE,8586.41,App,Dining & Food
7GLLDJW,2025-02-15 23:57:00,Lunch at KFC,1404.25,0.0,COMPLETE,981.24,App,Dining & Food
DWW7ZST,2025-02-09 02:51:00,Dinner at Dalle,343.09,0.0,COMPLETE,3068.94,App,Dining & Food
RBKT7RZ,2025-02-05 01:41:00,McDonald's Meal,974.82,0.0,COMPLETE,8245.63,App,Dining & Food
Y12WEWQ,2025-04-25 21:42:00,Paid for Sel Roti from local vendor,968.91,0.0,COMPLETE,2857.5,App,Dining & Food
OCNU9ZB,2025-02-27 11:48:00,Chowmein from Thakali Bhanchha,217.01,0.0,COMPLETE,1571.16,App,Dining & Food
7RMD8W3,2025-05-09 23:20:00,Dinner at Dalle,255.65,0.0,COMPLETE,3589.89,App,Dining & Food
FRGXWLQ,2025-06-13 22:51:00,Ordered Thukpa at Himalayan Kitchen,1167.43,0.0,COMPLETE,9773.53,App,Dining & Food
55OKN01,2025-01-22 20:04:00,Paid for Momo at Bota Simply Momo,180.92,0.0,COMPLETE,655.41,App,Dining & Food
V77Y2BY,2025-03-12 23:10:00,Chowmein from Thakali Bhanchha,982.99,0.0,COMPLETE,7988.08,App,Dining & Food
FQ08DPR,2025-04-24 19:38:00,Ordered Thukpa at Himalayan Kitchen,135.07,0.0,COMPLETE,9205.13,App,Dining & Food
HXVV0WC,2025-05-17 12:19:00,Starbucks Coffee,601.47,0.0,COMPLETE,3995.1,App,Dining & Food
7BC9Q23,2025-06-01 07:28:00,Paid for Momo at Bota Simply Momo,190.99,0.0,COMPLETE,9074.1,App,Dining & Food
VHZURQP,2025-05-11 13:17:00,Chowmein from Thakali Bhanchha,440.78,0.0,COMPLETE,4815.78,App,Dining & Food
CBBOZ1K,2025-04-04 12:59:00,Paid for Sel Roti from local vendor,1430.58,0.0,COMPLETE,5496.72,App,Dining & Food
V98WEZI,2025-06-10 19:27:00,Paid for Sel Roti from local vendor,533.94,0.0,COMPLETE,4885.43,App,Dining & Food
EKS8ZT5,2025-06-15 04:16:00,Paid for Sel Roti from local vendor,611.06,0.0,COMPLETE,6294.48,App,Dining & Food
N0SAWOU,2025-03-27 17:44:00,McDonald's Meal,1122.57,0.0,COMPLETE,6682.59,App,Dining & Food
RJ81CTT,2025-01-28 23:45:00,Paid for Momo at Bota Simply Momo,1263.28,0.0,COMPLETE,7256.0,App,Dining & Food
32WE3AG,2025-06-08 14:23:00,Dinner at Dalle,350.09,0.0,COMPLETE,7609.71,App,Dining & Food
EX151ZP,2025-06-16 07:22:00,Chowmein from Thakali Bhanchha,270.41,0.0,COMPLETE,6481.15,App,Dining & Food
INEKS8V,2025-03-23 16:39:00,Paid for Momo at Bota Simply Momo,800.5,0.0,COMPLETE,2866.99,App,Dining & Food
GBPAXTQ,2025-01-25 11:27:00,McDonald's Meal,1099.99,0.0,COMPLETE,5101.62,App,Dining & Food
FBWRVSW,2025-01-02 02:06:00,Chowmein from Thakali Bhanchha,208.42,0.0,COMPLETE,7408.21,App,Dining & Food
DIOALLR,2025-06-13 07:32:00,Chowmein from Thakali Bhanchha,273.72,0.0,COMPLETE,2743.24,App,Dining & Food
F2694NA,2025-06-02 02:37:00,Paid for Sel Roti from local vendor,802.46,0.0,COMPLETE,4186.12,App,Dining & Food
VJPGJF7,2025-05-25 23:10:00,Paid for Sel Roti from local vendor,942.62,0.0,COMPLETE,1478.58,App,Dining & Food
A9W1WLY,2025-05-13 11:25:00,Starbucks Coffee,693.5,0.0,COMPLETE,8341.25,App,Dining & Food
XUMP402,2025-03-01 06:01:00,Chowmein from Thakali Bhanchha,530.37,0.0,COMPLETE,2948.86,App,Dining & Food
6HIXOY0,2025-05-01 04:13:00,McDonald's Meal,656.93,0.0,COMPLETE,4427.39,App,Dining & Food
L2G56A3,2025-04-28 09:27:00,Paid for Momo at Bota Simply Momo,178.71,0.0,COMPLETE,6786.75,App,Dining & Food
4L84CAV,2025-06-16 07:02:00,Lunch at KFC,757.03,0.0,COMPLETE,2997.24,App,Dining & Food
98X15N1,2025-06-01 02:05:00,Ordered Thukpa at Himalayan Kitchen,518.52,0.0,COMPLETE,2585.76,App,Dining & Food
GH60TS0,2025-01-13 02:38:00,Starbucks Coffee,341.45,0.0,COMPLETE,1793.82,App,Dining & Food
WHESBXN,2025-05-10 17:56:00,Ordered Thukpa at Himalayan Kitchen,592.03,0.0,COMPLETE,4674.56,App,Dining & Food
FZUT3BL,2025-03-18 14:15:00,Lunch at KFC,1411.88,0.0,COMPLETE,8967.82,App,Dining & Food
2WJ5JYL,2025-04-12 02:48:00,Paid for Momo at Bota Simply Momo,595.49,0.0,COMPLETE,8886.73,App,Dining & Food
0GACE6M,2025-01-30 08:41:00,Chowmein from Thakali Bhanchha,1339.98,0.0,COMPLETE,9572.93,App,Dining & Food
GPXXBRI,2025-06-10 08:43:00,Dinner at Dalle,334.4,0.0,COMPLETE,4010.31,App,Dining & Food
09LNNLH,2025-05-18 06:14:00,Dinner at Dalle,1174.41,0.0,COMPLETE,3038.11,App,Dining & Food
GR60RAO,2025-01-27 23:55:00,Starbucks Coffee,821.18,0.0,COMPLETE,6740.76,App,Dining & Food
69UUHHX,2025-06-02 18:59:00,Lunch at KFC,477.38,0.0,COMPLETE,6196.79,App,Dining & Food
VWJURNK,2025-04-24 18:59:00,Lunch at KFC,690.78,0.0,COMPLETE,8436.23,App,Dining & Food
M6QJDM4,2025-06-23 03:34:00,Starbucks Coffee,942.96,0.0,COMPLETE,1882.83,App,Dining & Food
ZA32L8U,2025-06-05 20:39:00,Ordered Thukpa at Himalayan Kitchen,818.19,0.0,COMPLETE,5838.81,App,Dining & Food
RK3MOX9,2025-03-18 16:50:00,Lunch at KFC,294.54,0.0,COMPLETE,3350.3,App,Dining & Food
GKAYXZ6,2025-06-16 19:17:00,Dinner at Dalle,335.33,0.0,COMPLETE,4415.6,App,Dining & Food
XHBVW8T,2025-05-15 01:55:00,Chowmein from Thakali Bhanchha,1366.39,0.0,COMPLETE,6900.39,App,Dining & Food
3MHH0DX,2025-06-06 15:28:00,McDonald's Meal,330.87,0.0,COMPLETE,2265.63,App,Dining & Food
E5HAA1J,2025-05-29 18:18:00,Dinner at Dalle,1151.27,0.0,COMPLETE,8504.78,App,Dining & Food
DHE3R8Y,2025-04-07 22:40:00,Lunch at KFC,132.11,0.0,COMPLETE,4024.82,App,Dining & Food
QC2945U,2025-03-01 08:34:00,McDonald's Meal,302.49,0.0,COMPLETE,2628.25,App,Dining & Food
433XI4J,2025-01-31 06:38:00,Ordered Thukpa at Himalayan Kitchen,1153.26,0.0,COMPLETE,4680.03,App,Dining & Food
73Q6GTT,2025-06-28 22:19:00,McDonald's Meal,107.14,0.0,COMPLETE,1087.99,App,Dining & Food
1HZZLW7,2025-03-19 15:53:00,Chowmein from Thakali Bhanchha,516.83,0.0,COMPLETE,6801.24,App,Dining & Food
QCHLPII,2025-01-29 00:21:00,Lunch at KFC,1101.57,0.0,COMPLETE,6940.99,App,Dining & Food
ON05SS0,2025-05-18 20:10:00,Paid for Momo at Bota Simply Momo,673.14,0.0,COMPLETE,518.38,App,Dining & Food
U0QHJDS,2025-06-30 03:19:00,McDonald's Meal,1169.53,0.0,COMPLETE,8214.58,App,Dining & Food
UQN0JRH,2025-03-24 10:08:00,Ordered Thukpa at Himalayan Kitchen,686.44,0.0,COMPLETE,9392.71,App,Dining & Food
F32XM6G,2025-05-07 17:17:00,Starbucks Coffee,1466.78,0.0,COMPLETE,6577.56,App,Dining & Food
9MJRHBA,2025-03-17 04:25:00,Paid for Momo at Bota Simply Momo,248.3,0.0,COMPLETE,1412.53,App,Dining & Food
MYAE68A,2025-05-16 17:39:00,Paid for Momo at Bota Simply Momo,1063.85,0.0,COMPLETE,7366.1,App,Dining & Food
ZSE2JDG,2025-04-29 18:51:00,Paid for Momo at Bota Simply Momo,197.22,0.0,COMPLETE,2717.53,App,Dining & Food
S2PTZ67,2025-04-12 19:43:00,Starbucks Coffee,511.7,0.0,COMPLETE,8951.78,App,Dining & Food
3KSJU15,2025-02-19 02:05:00,Chowmein from Thakali Bhanchha,387.93,0.0,COMPLETE,1152.75,App,Dining & Food
CL0T0WJ,2025-05-19 00:43:00,Ordered Thukpa at Himalayan Kitchen,1307.77,0.0,COMPLETE,1050.58,App,Dining & Food
C8SSUPK,2025-05-21 13:40:00,Ordered Thukpa at Himalayan Kitchen,348.36,0.0,COMPLETE,7304.7,App,Dining & Food
C3DWDRN,2025-06-12 16:51:00,Paid for Momo at Bota Simply Momo,162.53,0.0,COMPLETE,8569.3,App,Dining & Food
T5CZHWF,2025-02-28 06:14:00,Ordered Thukpa at Himalayan Kitchen,964.99,0.0,COMPLETE,9301.0,App,Dining & Food
77HALOB,2025-02-07 11:56:00,Starbucks Coffee,882.69,0.0,COMPLETE,1438.63,App,Dining & Food
2C62P4S,2025-01-08 14:13:00,Paid for Momo at Bota Simply Momo,1005.56,0.0,COMPLETE,5915.12,App,Dining & Food
KXOKDTG,2025-05-24 14:09:00,Chowmein from Thakali Bhanchha,994.86,0.0,COMPLETE,1091.36,App,Dining & Food
OKRMUZR,2025-04-19 17:41:00,Dinner at Dalle,611.71,0.0,COMPLETE,7370.72,App,Dining & Food
0IO48LR,2025-06-10 21:21:00,Paid for Sel Roti from local vendor,1445.14,0.0,COMPLETE,1118.41,App,Dining & Food
MW2BWMB,2025-06-14 09:17:00,Paid for Sel Roti from local vendor,205.0,0.0,COMPLETE,3142.59,App,Dining & Food
NG1UP5G,2025-01-13 20:16:00,Ordered Thukpa at Himalayan Kitchen,812.69,0.0,COMPLETE,3582.69,App,Dining & Food
EP4I2W8,2025-03-06 07:19:00,McDonald's Meal,343.76,0.0,COMPLETE,1764.87,App,Dining & Food
89H8F4X,2025-06-16 18:38:00,McDonald's Meal,1203.26,0.0,COMPLETE,5689.01,App,Dining & Food
9DWTL9K,2025-06-14 07:35:00,Dinner at Dalle,546.81,0.0,COMPLETE,5978.86,App,Dining & Food
SK2VLIH,2025-03-12 16:48:00,Paid for Momo at Bota Simply Momo,944.31,0.0,COMPLETE,1379.23,App,Dining & Food
KPYARQZ,2025-03-15 22:29:00,Chowmein from Thakali Bhanchha,526.4,0.0,COMPLETE,8426.7,App,Dining & Food
E9XCPQ9,2025-05-02 10:01:00,Ordered Thukpa at Himalayan Kitchen,1159.08,0.0,COMPLETE,5010.17,App,Dining & Food
YLUWK2M,2025-03-13 22:40:00,Dinner at Dalle,215.74,0.0,COMPLETE,3000.73,App,Dining & Food
EXLQGGB,2025-05-18 08:00:00,Dinner at Dalle,683.79,0.0,COMPLETE,9288.3,App,Dining & Food
VBW2OLM,2025-03-01 21:54:00,Starbucks Coffee,715.28,0.0,COMPLETE,1295.13,App,Dining & Food
GKV827Q,2025-05-29 17:37:00,Ordered Thukpa at Himalayan Kitchen,246.43,0.0,COMPLETE,9048.61,App,Dining & Food
XVI8AHS,2025-01-28 10:57:00,Chowmein from Thakali Bhanchha,975.18,0.0,COMPLETE,5029.26,App,Dining & Food
TXJQ912,2025-02-17 13:40:00,Lunch at KFC,807.65,0.0,COMPLETE,1422.59,App,Dining & Food
R5CYHRT,2025-06-27 16:27:00,Amazon order,1094.49,0.0,COMPLETE,7289.62,App,Groceries & Shopping
XXYVSXU,2025-05-16 00:35:00,Vegetables from Asan,670.98,0.0,COMPLETE,1460.53,App,Groceries & Shopping
OK73OC9,2025-01-27 13:37:00,Bought rice at Saleways,764.38,0.0,COMPLETE,2507.88,App,Groceries & Shopping
7XZV0XH,2025-05-04 07:25:00,Bought sugar from local store,560.09,0.0,COMPLETE,4333.38,App,Groceries & Shopping
EQY7JY4,2025-01-02 12:28:00,Amazon order,464.33,0.0,COMPLETE,1808.21,App,Groceries & Shopping
955PJ5C,2025-01-27 19:01:00,Amazon order,452.45,0.0,COMPLETE,5235.93,App,Groceries & Shopping
O7X7J5R,2025-04-03 02:38:00,Bought sugar from local store,516.06,0.0,COMPLETE,9849.68,App,Groceries & Shopping
4LDDJW8,2025-04-19 16:05:00,Daraz Online Shopping,1209.85,0.0,COMPLETE,2810.24,App,Groceries & Shopping
O9YSNNN,2025-05-28 17:50:00,Bought sugar from local store,768.01,0.0,COMPLETE,2544.89,App,Groceries & Shopping
FN88UOX,2025-02-05 08:13:00,Purchased goods at Bhatbhateni,132.06,0.0,COMPLETE,3293.92,App,Groceries & Shopping
K6EOIPY,2025-04-05 11:40:00,Daraz Online Shopping,638.22,0.0,COMPLETE,8297.94,App,Groceries & Shopping
XW9MPB5,2025-03-26 14:39:00,Amazon order,1394.66,0.0,COMPLETE,3107.41,App,Groceries & Shopping
PNYDXPL,2025-05-22 07:52:00,Vegetables from Asan,1000.11,0.0,COMPLETE,9223.07,App,Groceries & Shopping
OUAEUI5,2025-04-03 02:17:00,Daraz Online Shopping,543.8,0.0,COMPLETE,5707.3,App,Groceries & Shopping
Z9H2Z0Z,2025-04-10 20:32:00,Purchased goods at Bhatbhateni,1193.56,0.0,COMPLETE,671.98,App,Groceries & Shopping
78E1L0H,2025-01-08 00:32:00,Amazon order,1182.08,0.0,COMPLETE,4519.79,App,Groceries & Shopping
QV3ZPC5,2025-03-05 01:43:00,Purchased goods at Bhatbhateni,1254.86,0.0,COMPLETE,1522.73,App,Groceries & Shopping
AR4PZMX,2025-04-04 23:29:00,Daraz Online Shopping,847.11,0.0,COMPLETE,4310.07,App,Groceries & Shopping
RBHGYCE,2025-01-27 02:00:00,Shopping at Bigmart,596.52,0.0,COMPLETE,6856.26,App,Groceries & Shopping
IUQDP97,2025-03-21 08:11:00,Daraz Online Shopping,441.87,0.0,COMPLETE,4116.85,App,Groceries & Shopping
J27SHT8,2025-03-26 11:46:00,Vegetables from Asan,394.08,0.0,COMPLETE,7554.89,App,Groceries & Shopping
W6XRLS6,2025-02-19 10:45:00,Bought sugar from local store,1250.35,0.0,COMPLETE,1713.98,App,Groceries & Shopping
005X8B3,2025-06-01 05:09:00,Amazon order,1279.31,0.0,COMPLETE,9698.62,App,Groceries & Shopping
U1YDV8I,2025-06-27 13:08:00,Purchased goods at Bhatbhateni,914.35,0.0,COMPLETE,9835.97,App,Groceries & Shopping
VQY7UZX,2025-05-22 21:00:00,Amazon order,715.93,0.0,COMPLETE,6201.05,App,Groceries & Shopping
T1Z9DUI,2025-05-06 13:57:00,Bought rice at Saleways,1408.77,0.0,COMPLETE,6690.74,App,Groceries & Shopping
0U3W8B0,2025-04-10 21:20:00,Shopping at Bigmart,1340.66,0.0,COMPLETE,6995.82,App,Groceries & Shopping
31ND101,2025-02-15 16:24:00,Shopping at Bigmart,409.87,0.0,COMPLETE,5178.33,App,Groceries & Shopping
Q02GGG9,2025-01-12 20:28:00,Amazon order,178.43,0.0,COMPLETE,2739.57,App,Groceries & Shopping
MZSBW2U,2025-05-04 21:16:00,Vegetables from Asan,1392.22,0.0,COMPLETE,7907.51,App,Groceries & Shopping
NJB1LRJ,2025-01-12 19:24:00,Shopping at Bigmart,233.14,0.0,COMPLETE,3549.63,App,Groceries & Shopping
1PVOYHR,2025-05-08 18:35:00,Bought sugar from local store,641.61,0.0,COMPLETE,2549.94,App,Groceries & Shopping
BVFKSAG,2025-01-17 01:39:00,Vegetables from Asan,104.58,0.0,COMPLETE,9056.17,App,Groceries & Shopping
GHTX7XW,2025-01-06 19:12:00,Vegetables from Asan,387.94,0.0,COMPLETE,6779.8,App,Groceries & Shopping
5PTDC9H,2025-06-18 05:32:00,Amazon order,663.6,0.0,COMPLETE,6407.63,App,Groceries & Shopping
K4GBFSM,2025-06-01 12:19:00,Shopping at Bigmart,501.17,0.0,COMPLETE,1600.21,App,Groceries & Shopping
6DI6JQ8,2025-04-01 02:01:00,Purchased goods at Bhatbhateni,1158.15,0.0,COMPLETE,5234.61,App,Groceries & Shopping
3E4VHWQ,2025-01-06 09:04:00,Daraz Online Shopping,1413.35,0.0,COMPLETE,6933.32,App,Groceries & Shopping
Y2HYHUN,2025-06-25 15:05:00,Shopping at Bigmart,731.8,0.0,COMPLETE,4069.98,App,Groceries & Shopping
YPJ49TY,2025-04-25 00:04:00,Shopping at Bigmart,908.06,0.0,COMPLETE,8053.8,App,Groceries & Shopping
PGB5SUK,2025-06-26 20:54:00,Amazon order,504.76,0.0,COMPLETE,5683.42,App,Groceries & Shopping
GALKH2O,2025-06-15 02:08:00,Vegetables from Asan,1375.04,0.0,COMPLETE,7691.39,App,Groceries & Shopping
6WB8U5I,2025-06-11 16:09:00,Bought rice at Saleways,623.16,0.0,COMPLETE,9427.27,App,Groceries & Shopping
AHZUJ9Q,2025-01-17 23:32:00,Bought rice at Saleways,1179.14,0.0,COMPLETE,6715.32,App,Groceries & Shopping
3XH7F2D,2025-03-20 21:37:00,Bought rice at Saleways,933.48,0.0,COMPLETE,5471.84,App,Groceries & Shopping
SV9WLUD,2025-04-08 17:06:00,Bought rice at Saleways,146.08,0.0,COMPLETE,7914.57,App,Groceries & Shopping
RQLFWOC,2025-04-13 05:01:00,Vegetables from Asan,1337.67,0.0,COMPLETE,544.08,App,Groceries & Shopping
QVD355M,2025-04-02 01:34:00,Daraz Online Shopping,428.45,0.0,COMPLETE,6010.8,App,Groceries & Shopping
OA73MAZ,2025-02-19 04:55:00,Purchased goods at Bhatbhateni,1267.83,0.0,COMPLETE,6104.53,App,Groceries & Shopping
3HR2X19,2025-05-12 06:31:00,Daraz Online Shopping,692.99,0.0,COMPLETE,8239.1,App,Groceries & Shopping
25VP8CP,2025-03-15 09:50:00,Amazon order,1417.11,0.0,COMPLETE,863.26,App,Groceries & Shopping
WUOBZY8,2025-05-07 18:49:00,Amazon order,316.51,0.0,COMPLETE,7368.72,App,Groceries & Shopping
MB0HCTU,2025-02-25 18:59:00,Amazon order,1476.35,0.0,COMPLETE,3183.69,App,Groceries & Shopping
ADYIRW7,2025-03-05 06:42:00,Shopping at Bigmart,1410.54,0.0,COMPLETE,1222.11,App,Groceries & Shopping
7ERJ1NU,2025-04-19 09:56:00,Vegetables from Asan,200.38,0.0,COMPLETE,8249.73,App,Groceries & Shopping
ZANXBHG,2025-01-17 06:27:00,Vegetables from Asan,984.26,0.0,COMPLETE,1203.56,App,Groceries & Shopping
TPNIY0H,2025-05-30 08:15:00,Vegetables from Asan,198.17,0.0,COMPLETE,5397.62,App,Groceries & Shopping
L02YCAZ,2025-05-07 02:42:00,Bought rice at Saleways,999.18,0.0,COMPLETE,5391.43,App,Groceries & Shopping
FWCXWB9,2025-05-23 06:39:00,Daraz Online Shopping,502.4,0.0,COMPLETE,1868.85,App,Groceries & Shopping
5T7L8T8,2025-04-20 01:34:00,Vegetables from Asan,179.83,0.0,COMPLETE,7011.92,App,Groceries & Shopping
DST04U5,2025-05-03 03:53:00,Bought rice at Saleways,943.59,0.0,COMPLETE,3625.63,App,Groceries & Shopping
7PYE37W,2025-05-30 06:13:00,Daraz Online Shopping,470.3,0.0,COMPLETE,4652.73,App,Groceries & Shopping
IL9FAH0,2025-06-21 09:10:00,Purchased goods at Bhatbhateni,313.1,0.0,COMPLETE,7382.82,App,Groceries & Shopping
2QNH4G2,2025-06-17 17:47:00,Bought rice at Saleways,740.96,0.0,COMPLETE,6816.36,App,Groceries & Shopping
6PF7WC9,2025-01-02 01:17:00,Bought rice at Saleways,441.87,0.0,COMPLETE,9656.82,App,Groceries & Shopping
0066IF1,2025-06-10 04:38:00,Daraz Online Shopping,488.97,0.0,COMPLETE,2353.14,App,Groceries & Shopping
HKG118D,2025-06-18 06:53:00,Bought sugar from local store,649.65,0.0,COMPLETE,3445.33,App,Groceries & Shopping
ESF2VZ4,2025-04-14 09:31:00,Daraz Online Shopping,719.73,0.0,COMPLETE,3956.17,App,Groceries & Shopping
OZYIJ0G,2025-01-14 18:30:00,Vegetables from Asan,1074.32,0.0,COMPLETE,3690.78,App,Groceries & Shopping
LFO2V1W,2025-04-17 01:30:00,Purchased goods at Bhatbhateni,671.01,0.0,COMPLETE,7024.18,App,Groceries & Shopping
JVKITFG,2025-04-19 09:53:00,Vegetables from Asan,380.25,0.0,COMPLETE,4081.89,App,Groceries & Shopping
XJD45JW,2025-01-14 12:02:00,Bought sugar from local store,1045.17,0.0,COMPLETE,3086.61,App,Groceries & Shopping
FJ8THY3,2025-01-13 01:27:00,Vegetables from Asan,474.85,0.0,COMPLETE,7585.91,App,Groceries & Shopping
WXZ5F4O,2025-03-24 22:10:00,Bought rice at Saleways,331.02,0.0,COMPLETE,4091.83,App,Groceries & Shopping
KDLMUWT,2025-03-02 21:16:00,Bought sugar from local store,1489.36,0.0,COMPLETE,3048.1,App,Groceries & Shopping
MT7W6OW,2025-04-13 12:50:00,Shopping at Bigmart,976.87,0.0,COMPLETE,2788.77,App,Groceries & Shopping
D6E3LI0,2025-02-22 13:58:00,Vegetables from Asan,1377.88,0.0,COMPLETE,1783.39,App,Groceries & Shopping
ZUEXV8M,2025-06-15 01:59:00,Daraz Online Shopping,1269.52,0.0,COMPLETE,4561.15,App,Groceries & Shopping
925TQH2,2025-06-06 18:35:00,Vegetables from Asan,1475.32,0.0,COMPLETE,7552.35,App,Groceries & Shopping
OVQLX28,2025-02-19 22:04:00,Daraz Online Shopping,135.51,0.0,COMPLETE,8585.99,App,Groceries & Shopping
VVR8RD2,2025-01-26 02:09:00,Daraz Online Shopping,1194.07,0.0,COMPLETE,3407.36,App,Groceries & Shopping
LLTGP0O,2025-06-10 19:36:00,Bought rice at Saleways,1044.6,0.0,COMPLETE,8189.61,App,Groceries & Shopping
WBMBRZJ,2025-01-13 08:53:00,Purchased goods at Bhatbhateni,1190.18,0.0,COMPLETE,7050.7,App,Groceries & Shopping
3XU95MB,2025-03-31 07:15:00,Bought sugar from local store,804.84,0.0,COMPLETE,9605.46,App,Groceries & Shopping
UX9AKL6,2025-05-02 00:53:00,Amazon order,774.57,0.0,COMPLETE,935.2,App,Groceries & Shopping
Z48P30W,2025-02-07 09:32:00,Daraz Online Shopping,1451.44,0.0,COMPLETE,2189.46,App,Groceries & Shopping
SXTHOTC,2025-01-31 10:37:00,Purchased goods at Bhatbhateni,829.11,0.0,COMPLETE,1120.0,App,Groceries & Shopping
JQ7MUMR,2025-05-13 23:46:00,Purchased goods at Bhatbhateni,698.32,0.0,COMPLETE,5227.0,App,Groceries & Shopping
IQAE03W,2025-03-06 01:41:00,Bought rice at Saleways,1020.87,0.0,COMPLETE,5329.33,App,Groceries & Shopping
PTVVEG8,2025-05-04 12:18:00,Amazon order,789.28,0.0,COMPLETE,9515.8,App,Groceries & Shopping
PHDN8H6,2025-04-26 03:56:00,Amazon order,367.37,0.0,COMPLETE,6711.11,App,Groceries & Shopping
TJALSBP,2025-04-13 13:58:00,Bought sugar from local store,502.77,0.0,COMPLETE,6171.54,App,Groceries & Shopping
P81L496,2025-05-24 04:56:00,Bought sugar from local store,1200.28,0.0,COMPLETE,9015.35,App,Groceries & Shopping
L1KJ8VM,2025-04-12 04:29:00,Bought rice at Saleways,1198.59,0.0,COMPLETE,5224.7,App,Groceries & Shopping
13M1TSB,2025-02-01 21:37:00,Shopping at Bigmart,326.09,0.0,COMPLETE,2658.15,App,Groceries & Shopping
IUB0U1F,2025-03-06 18:36:00,Vegetables from Asan,784.53,0.0,COMPLETE,9278.86,App,Groceries & Shopping
HW9H4UF,2025-03-14 20:11:00,Daraz Online Shopping,741.63,0.0,COMPLETE,6556.32,App,Groceries & Shopping
KL9YJ21,2025-01-06 16:51:00,Vegetables from Asan,1221.66,0.0,COMPLETE,4864.72,App,Groceries & Shopping
068B5LB,2025-03-12 12:44:00,Purchased goods at Bhatbhateni,775.16,0.0,COMPLETE,6572.05,App,Groceries & Shopping
ATQDXAU,2025-03-21 01:44:00,Daraz Online Shopping,825.92,0.0,COMPLETE,9184.0,App,Groceries & Shopping
PXC907Q,2025-01-28 17:27:00,Bought rice at Saleways,1210.52,0.0,COMPLETE,5113.67,App,Groceries & Shopping
FYIGJYT,2025-06-13 04:56:00,Bought rice at Saleways,1048.17,0.0,COMPLETE,1629.51,App,Groceries & Shopping
09KZ1RU,2025-04-03 14:52:00,Amazon order,823.45,0.0,COMPLETE,7250.44,App,Groceries & Shopping
KXRC8U3,2025-02-27 01:25:00,Vegetables from Asan,602.96,0.0,COMPLETE,6858.93,App,Groceries & Shopping
QTVG9Q9,2025-04-30 09:19:00,Daraz Online Shopping,225.91,0.0,COMPLETE,8186.18,App,Groceries & Shopping
IXZ1KAP,2025-02-24 16:33:00,Amazon order,671.33,0.0,COMPLETE,7875.74,App,Groceries & Shopping
8UZSLFF,2025-04-23 07:33:00,Bought rice at Saleways,592.96,0.0,COMPLETE,7565.65,App,Groceries & Shopping
PG8H52J,2025-02-04 23:31:00,Bought sugar from local store,1411.14,0.0,COMPLETE,6673.79,App,Groceries & Shopping
G3KKHH4,2025-01-23 09:21:00,Purchased goods at Bhatbhateni,227.08,0.0,COMPLETE,7621.99,App,Groceries & Shopping
U5H5R5L,2025-04-12 10:20:00,Shopping at Bigmart,459.67,0.0,COMPLETE,3870.2,App,Groceries & Shopping
KCSA0PS,2025-05-05 07:42:00,Vegetables from Asan,135.12,0.0,COMPLETE,8277.04,App,Groceries & Shopping
IG2CRZM,2025-04-12 16:21:00,Purchased goods at Bhatbhateni,679.4,0.0,COMPLETE,569.58,App,Groceries & Shopping
XCIQ8I4,2025-06-17 12:02:00,Bought sugar from local store,1486.01,0.0,COMPLETE,5543.98,App,Groceries & Shopping
Z9FP00Y,2025-06-25 15:11:00,Vegetables from Asan,1082.45,0.0,COMPLETE,2985.38,App,Groceries & Shopping
KZBHZRM,2025-01-08 06:02:00,Shopping at Bigmart,919.97,0.0,COMPLETE,8775.22,App,Groceries & Shopping
3X80NJQ,2025-05-05 10:55:00,Vegetables from Asan,1231.65,0.0,COMPLETE,5383.22,App,Groceries & Shopping
CTPSK9B,2025-04-28 02:54:00,Shopping at Bigmart,478.1,0.0,COMPLETE,6661.95,App,Groceries & Shopping
CZUWGOL,2025-01-31 23:48:00,Bought sugar from local store,465.65,0.0,COMPLETE,6276.98,App,Groceries & Shopping
3GEB3WH,2025-03-23 13:40:00,Purchased goods at Bhatbhateni,882.57,0.0,COMPLETE,1774.23,App,Groceries & Shopping
GPC9JAB,2025-02-12 03:51:00,Daraz Online Shopping,663.25,0.0,COMPLETE,7019.8,App,Groceries & Shopping
CBTE620,2025-01-13 12:11:00,Purchased goods at Bhatbhateni,522.55,0.0,COMPLETE,2438.69,App,Groceries & Shopping
4R1SSPQ,2025-03-20 15:15:00,Vegetables from Asan,940.63,0.0,COMPLETE,1220.51,App,Groceries & Shopping
0HPISY7,2025-05-06 07:22:00,Shopping at Bigmart,1350.8,0.0,COMPLETE,9185.07,App,Groceries & Shopping
VRXS0DT,2025-06-01 10:04:00,Amazon order,919.0,0.0,COMPLETE,5593.34,App,Groceries & Shopping
G42EHNW,2025-02-28 14:13:00,Shopping at Bigmart,1383.2,0.0,COMPLETE,1307.34,App,Groceries & Shopping
BBCSWM4,2025-04-17 02:44:00,Daraz Online Shopping,1466.81,0.0,COMPLETE,9529.37,App,Groceries & Shopping
66LUNHH,2025-02-04 00:41:00,Amazon order,770.11,0.0,COMPLETE,3890.32,App,Groceries & Shopping
NOY4UHY,2025-05-08 11:46:00,Daraz Online Shopping,906.58,0.0,COMPLETE,4588.01,App,Groceries & Shopping
